Date,Petrol_Price,Diesel_Price,Crude_Oil_Price,Year,Month,Quarter,DayOfYear,Petrol_Lag1,Diesel_Lag1,Crude_Lag1,Crude_MA7,Petrol_MA7,Diesel_MA7,central_bank_total_assets ,currency_in_circulation,gov_deposits_with_cb ,srr_commercial_bank_deposits,reserve_money,narrow_money_m1,broad_money_m2,broad_money_m2b,quasi_money_public,net_foreign_assets,credit_to_government_net, credit_to_public_corporations,credit_to_private_sector,total_domestic_credit,broad_money_m4,net_credit_to_gov_central_bank,net_credit_to_gov_commercial_total,net_credit_to_gov_commercial_dbu,net_credit_to_gov_commercial_obu,credit_to_sobes_dbu,credit_to_sobes_obu,credit_to_private_dbu,credit_to_private_obu,m2b_other_items_net,nfa_monetary_authorities,nfa_commercial_banks_total,nfa_commercial_banks_dbu,nfa_commercial_banks_obu,reserve_money_yoy_pct,narrow_money_m1_yoy_pct,broad_money_m2_yoy_pct ,broad_money_m2b_yoy_pct,money_supply_foreign_assets_yoy_pct ,nfa_monetary_authorities_yoy_pct,nfa_commercial_banks_total_yoy_pct ,nfa_commercial_banks_dbu_yoy_pct,nfa_commercial_banks_obu_yoy_pct,net_domestic_assets_yoy_pct ,net_credit_to_gov_yoy_pct,net_credit_to_gov_cb_yoy_pct,net_credit_to_gov_commercial_total_yoy_pct,net_credit_to_gov_commercial_dbu_yoy_pct,net_credit_to_gov_commercial_obu_yoy_pct,credit_to_public_corporations_yoy_pct,credit_to_sobes_dbu_yoy_pct,credit_to_sobes_obu_yoy_pct,credit_to_private_sector_yoy_pct,credit_to_private_dbu_yoy_pct,credit_to_private_obu_yoy_pct,m2b_other_items_net_yoy_pct
2019-03-13,159.0,134.0,58.27,2019,3,1,72,152.0,126.0,53.14,60.38857142857143,160.14285714285714,132.71428571428572,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-06-11,164.0,136.0,53.3,2019,6,2,162,159.0,134.0,58.27,58.10428571428571,160.57142857142858,133.14285714285714,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-07-11,159.0,131.0,59.93,2019,7,3,192,164.0,136.0,53.3,56.527142857142856,159.14285714285714,131.71428571428572,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-08-13,163.0,134.0,57.05,2019,8,3,225,159.0,131.0,59.93,55.66,158.28571428571428,130.71428571428572,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-09-10,161.0,132.0,57.37,2019,9,3,253,163.0,134.0,57.05,55.78571428571428,157.85714285714286,130.14285714285714,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-06-11,184.0,144.0,71.0,2021,6,2,162,161.0,132.0,57.37,58.57999999999999,163.14285714285714,133.85714285714286,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-12-20,207.0,159.0,68.69,2021,12,4,354,184.0,144.0,71.0,60.80142857142857,171.0,138.57142857142858,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-12-27,207.0,159.0,75.49,2021,12,4,361,207.0,159.0,68.69,63.26142857142857,177.85714285714286,142.14285714285714,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2022-03-11,283.0,254.0,109.31,2022,3,1,70,207.0,159.0,75.49,71.26285714285714,194.8571428571429,159.0,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2022-03-22,283.0,254.0,111.03,2022,3,1,81,283.0,254.0,109.31,78.56285714285714,212.57142857142856,176.57142857142858,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2022-04-18,373.0,329.0,108.24,2022,4,2,108,283.0,254.0,111.03,85.87571428571428,242.57142857142856,204.42857142857144,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2022-04-22,373.0,329.0,102.86,2022,4,2,112,373.0,329.0,108.24,92.37428571428572,272.85714285714283,232.57142857142856,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2022-05-24,450.0,445.0,112.55,2022,5,2,144,373.0,329.0,102.86,98.31000000000002,310.85714285714283,275.57142857142856,1062516.36,289405.6,7.91,116041.13,405454.64,423523.17,1935746.92,2212071.39,1788548.22,333850.91,697693.22,124980.13,1626225.76,2448899.1,2789835.84,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2022-08-01,540.0,510.0,96.59,2022,8,3,213,450.0,445.0,112.55,102.29571428571428,358.42857142857144,325.7142857142857,4369028.81,1079736.98,55.04,306455.63,1386247.65,1534114.13,10285938.02,11986911.2,10452797.07,-2035098.58,6990089.68,1699812.23,7614163.6,16304065.5,14450727.48,3311065.8,3679023.88,3212480.83,466543.05,1578341.06,121471.17,6887236.68,726926.92,-2282055.71,-1614856.54,-420242.04,-596824.86,176582.81,27.26,13.2,9.28,14.01,-190.33,-1825.19,31.9,-72.83,164.98,25.03,26.37,115.79,-7.96,-10.38,13.15,49.52,140.49,-74.72,12.05,9.9,37.56,-1.46
2022-10-17,510.0,510.0,86.0,2022,10,4,290,540.0,510.0,96.59,103.79714285714284,401.7142857142857,375.8571428571428,4369028.81,1079736.98,55.04,306455.63,1386247.65,1534114.13,10285938.02,11986911.2,10452797.07,-2035098.58,6990089.68,1699812.23,7614163.6,16304065.5,14450727.48,3311065.8,3679023.88,3212480.83,466543.05,1578341.06,121471.17,6887236.68,726926.92,-2282055.71,-1614856.54,-420242.04,-596824.86,176582.81,27.26,13.2,9.28,14.01,-190.33,-1825.19,31.9,-72.83,164.98,25.03,26.37,115.79,-7.96,-10.38,13.15,49.52,140.49,-74.72,12.05,9.9,37.56,-1.46
2022-12-06,510.0,510.0,74.21,2022,12,4,340,510.0,510.0,86.0,98.78285714285714,434.1428571428572,412.42857142857144,4369028.81,1079736.98,55.04,306455.63,1386247.65,1534114.13,10285938.02,11986911.2,10452797.07,-2035098.58,6990089.68,1699812.23,7614163.6,16304065.5,14450727.48,3311065.8,3679023.88,3212480.83,466543.05,1578341.06,121471.17,6887236.68,726926.92,-2282055.71,-1614856.54,-420242.04,-596824.86,176582.81,27.26,13.2,9.28,14.01,-190.33,-1825.19,31.9,-72.83,164.98,25.03,26.37,115.79,-7.96,-10.38,13.15,49.52,140.49,-74.72,12.05,9.9,37.56,-1.46
2023-01-03,510.0,510.0,76.87,2023,1,1,3,510.0,510.0,74.21,93.90285714285714,466.57142857142856,449.0,4369028.81,1079736.98,55.04,306455.63,1386247.65,1534114.13,10285938.02,11986911.2,10452797.07,-2035098.58,6990089.68,1699812.23,7614163.6,16304065.5,14450727.48,3311065.8,3679023.88,3212480.83,466543.05,1578341.06,121471.17,6887236.68,726926.92,-2282055.71,-1614856.54,-420242.04,-596824.86,176582.81,27.26,13.2,9.28,14.01,-190.33,-1825.19,31.9,-72.83,164.98,25.03,26.37,115.79,-7.96,-10.38,13.15,49.52,140.49,-74.72,12.05,9.9,37.56,-1.46
2023-02-01,510.0,510.0,76.34,2023,2,1,32,510.0,510.0,76.87,89.3457142857143,486.1428571428572,474.8571428571428,4566436.77,1026259.93,7.97,478416.84,1504684.74,1439319.98,10549863.95,12345802.73,10906482.74,-1434458.93,7470917.38,1714397.96,7257894.73,16443210.08,14905799.55,3154994.45,4315922.93,3956598.85,359324.09,1655777.15,58620.82,6640936.9,616957.83,-2662948.43,-1495995.09,61536.16,-446886.88,508423.04,13.63,-4.5,8.36,14.79,-12.51,-103.74,111.38,-0.49,629.28,14.54,22.48,29.18,18.0,18.03,17.68,38.54,54.13,-64.09,2.93,0.95,30.44,-12.9
2023-03-02,510.0,510.0,78.05,2023,3,1,61,510.0,510.0,76.34,85.80142857142857,505.7142857142857,500.7142857142857,4566436.77,1026259.93,7.97,478416.84,1504684.74,1439319.98,10549863.95,12345802.73,10906482.74,-1434458.93,7470917.38,1714397.96,7257894.73,16443210.08,14905799.55,3154994.45,4315922.93,3956598.85,359324.09,1655777.15,58620.82,6640936.9,616957.83,-2662948.43,-1495995.09,61536.16,-446886.88,508423.04,13.63,-4.5,8.36,14.79,-12.51,-103.74,111.38,-0.49,629.28,14.54,22.48,29.18,18.0,18.03,17.68,38.54,54.13,-64.09,2.93,0.95,30.44,-12.9
2023-03-30,375.0,465.0,74.32,2023,3,1,89,510.0,510.0,78.05,80.34,495.0,503.57142857142856,4566436.77,1026259.93,7.97,478416.84,1504684.74,1439319.98,10549863.95,12345802.73,10906482.74,-1434458.93,7470917.38,1714397.96,7257894.73,16443210.08,14905799.55,3154994.45,4315922.93,3956598.85,359324.09,1655777.15,58620.82,6640936.9,616957.83,-2662948.43,-1495995.09,61536.16,-446886.88,508423.04,13.63,-4.5,8.36,14.79,-12.51,-103.74,111.38,-0.49,629.28,14.54,22.48,29.18,18.0,18.03,17.68,38.54,54.13,-64.09,2.93,0.95,30.44,-12.9
2023-05-01,365.0,330.0,75.65,2023,5,2,121,375.0,465.0,74.32,77.34857142857142,470.0,477.8571428571428,4619385.71,1072326.59,23.88,486773.82,1559124.3,1497035.32,10837893.1,12306549.59,10809514.27,-837581.02,13144130.61,1088572.52,6999016.29,16198490.35,14885173.44,3123740.66,4987160.88,4696747.31,290413.57,1040246.92,48325.6,6506795.47,492220.81,-3054359.74,-977423.67,139842.64,-337523.55,477366.19,10.2,-6.66,7.12,3.44,59.79,36.8,126.08,39.63,1993.77,-5.98,24.35,7.54,37.85,50.89,-42.5,-37.8,-31.92,-78.24,-8.58,-6.51,-38.06,-49.16
2023-06-01,385.0,340.0,70.09,2023,6,2,152,365.0,330.0,75.65,75.07571428571428,452.1428571428572,453.57142857142856,4752323.06,1123316.72,14.91,312479.23,1435810.87,1552375.12,10973953.34,12516610.27,10964235.15,-807980.84,13324591.11,1103002.31,7072741.76,16436750.11,15092543.35,3178561.56,5082444.48,4782762.62,299681.86,1048381.38,54620.93,6552716.43,520025.33,-3112159.0,-962980.5,154999.66,-388171.08,543170.74,-1.16,-6.66,8.19,5.17,61.92,40.29,130.44,30.77,955.32,-4.98,23.36,2.73,41.07,53.42,-38.25,-36.21,-31.29,-73.12,-8.31,-6.07,-38.06,-47.02
2023-08-01,375.0,358.0,81.37,2023,8,3,213,385.0,340.0,70.09,76.09857142857143,432.8571428571428,431.8571428571428,4598020.85,1113759.25,4.44,293555.05,1407318.73,1516428.39,11041442.99,12697898.55,11181470.16,-611500.27,13309398.81,1103002.31,7072741.76,16654550.35,15330117.35,3054733.61,5410544.92,5141016.94,269527.98,1048381.38,57059.48,6552716.43,510503.64,-3345151.54,-957681.83,346181.56,-290229.78,636411.35,1.52,-1.15,8.07,5.93,69.95,40.7,182.38,51.37,260.4,-5.08,21.1,-7.74,47.06,60.03,-42.23,-36.21,-31.29,-53.03,-8.31,-6.07,-29.77,-46.59
2023-09-01,417.0,359.0,85.52,2023,9,3,244,375.0,358.0,81.37,77.33428571428571,419.57142857142856,410.2857142857143,3949750.59,1112393.13,33.98,131573.45,1244000.55,1521126.37,11125179.99,12805663.06,11284536.69,-560172.76,13309398.81,1103002.31,7072741.76,16053776.64,15445810.64,3054733.61,5362075.87,5118491.66,243584.2,1048381.38,57624.31,6552716.43,504424.22,-3345151.54,-986567.07,426394.31,-269175.79,695570.1,-9.76,-0.49,7.47,6.26,70.41,37.98,241.18,48.98,208.34,-5.08,10.56,-26.57,43.33,56.41,-48.01,-35.14,-33.78,-52.75,-5.47,-3.0,-29.77,-12.98
2023-10-02,420.0,421.0,88.81,2023,10,4,275,417.0,359.0,85.52,79.11571428571429,406.7142857142857,397.57142857142856,3949750.59,1112393.13,33.98,131573.45,1244000.55,1521126.37,11125179.99,12805663.06,11284536.69,-560172.76,13309398.81,1103002.31,7072741.76,16053776.64,15445810.64,3054733.61,5362075.87,5118491.66,243584.2,1048381.38,57624.31,6552716.43,504424.22,-3345151.54,-986567.07,426394.31,-269175.79,695570.1,-9.76,-0.49,7.47,6.26,70.41,37.98,241.18,48.98,208.34,-5.08,10.56,-26.57,43.33,56.41,-48.01,-35.14,-33.78,-52.75,-5.47,-3.0,-29.77,-12.98
2023-11-01,423.0,431.0,81.05,2023,11,4,305,420.0,421.0,88.81,79.5442857142857,394.2857142857143,386.2857142857143,3910292.38,1104810.35,13.14,306403.76,1411227.25,1507035.85,11243554.45,12929536.47,11422501.62,-572290.59,7722496.09,1125367.46,7263858.49,16111722.05,15591989.66,2317369.29,5405126.8,5174751.21,230375.58,1066988.71,58378.75,6737754.96,526103.53,-2609894.99,-887127.32,314836.73,-320674.87,635511.6,7.03,3.36,7.94,6.3,69.4,45.89,236.62,38.73,134.89,-3.78,5.89,-31.23,37.79,47.87,-45.57,-36.07,-37.17,-6.08,-3.14,-0.95,-24.49,-3.6
2023-12-01,426.0,434.0,73.7,2023,12,4,335,423.0,431.0,81.05,79.4557142857143,401.57142857142856,381.8571428571428,4205444.26,1186503.18,8.17,142225.58,1328736.94,1658042.54,11485068.74,13189113.21,11531070.67,-456098.04,8284991.28,769810.32,7366417.91,16421219.51,15829163.76,2376234.41,5908756.87,5689314.75,219442.12,712343.15,57467.16,6834817.57,531600.34,-2776029.43,-837315.29,381238.42,-262548.87,643787.29,-1.53,14.06,9.41,7.32,74.19,48.12,349.25,39.43,129.51,-2.93,10.89,-30.77,46.31,56.33,-45.57,-56.0,-57.83,-4.7,-0.61,1.52,-21.72,-7.77
2024-02-01,456.0,468.0,74.36,2024,2,1,32,426.0,434.0,73.7,79.27142857142859,414.57142857142856,401.57142857142856,3889625.61,1193662.71,15.64,220040.01,1413718.36,1626764.44,11566975.46,13201129.64,11508386.73,-320232.72,8316998.29,733021.08,7321482.36,16371501.74,15953433.79,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-57.24,-59.02,-7.05,0.88,2.27,-14.16,-7.03
2024-03-05,447.0,458.0,79.11,2024,3,1,65,456.0,468.0,74.36,80.55999999999999,423.42857142857144,418.42857142857144,3889625.61,1193662.71,15.64,220040.01,1413718.36,1626764.44,11566975.46,13201129.64,11508386.73,-320232.72,8316998.29,733021.08,7321482.36,16371501.74,15953433.79,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-57.24,-59.02,-7.05,0.88,2.27,-14.16,-7.03
2024-04-01,440.0,386.0,84.54,2024,4,2,92,447.0,458.0,79.11,81.01285714285714,432.7142857142857,422.42857142857144,3942414.59,1193662.71,15.64,220040.01,1413718.36,1736913.51,11870373.85,13419979.16,11508386.73,-52893.2,8316998.29,733021.08,7321482.36,16371501.74,16190869.63,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-05-01,420.0,377.0,80.7,2024,5,2,122,440.0,386.0,84.54,80.32428571428571,433.1428571428572,425.0,3932120.46,1193662.71,15.64,220040.01,1413718.36,1732631.17,12029766.33,13616376.74,11508386.73,93944.16,8316998.29,733021.08,7321482.36,16371501.74,16404487.35,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-05-06,420.0,377.0,80.1,2024,5,2,127,420.0,377.0,80.7,79.08000000000001,433.1428571428572,418.7142857142857,3932120.46,1193662.71,15.64,220040.01,1413718.36,1732631.17,12029766.33,13616376.74,11508386.73,93944.16,8316998.29,733021.08,7321482.36,16371501.74,16404487.35,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-06-05,420.0,377.0,75.08,2024,6,2,157,420.0,377.0,80.1,78.22714285714287,432.7142857142857,411.0,3932120.46,1193662.71,15.64,220040.01,1413718.36,1732631.17,12029766.33,13616376.74,11508386.73,93944.16,8316998.29,733021.08,7321482.36,16371501.74,16404487.35,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-07-01,379.0,355.0,84.7,2024,7,3,183,420.0,377.0,75.08,79.79857142857144,426.0,399.7142857142857,3878742.33,1193662.71,15.64,220040.01,1413718.36,1768603.51,12193216.06,13824576.04,11508386.73,220224.43,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-07-15,379.0,355.0,83.22,2024,7,3,197,379.0,355.0,84.7,81.06428571428572,415.0,383.57142857142856,3878742.33,1193662.71,15.64,220040.01,1413718.36,1768603.51,12193216.06,13824576.04,11508386.73,220224.43,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-09-05,377.0,352.0,70.09,2024,9,3,249,379.0,355.0,83.22,79.77571428571427,405.0,368.42857142857144,3878742.33,1193662.71,15.64,220040.01,1413718.36,1768603.51,12193216.06,13824576.04,11508386.73,220224.43,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-10-01,377.0,319.0,70.41,2024,10,4,275,377.0,352.0,70.09,77.75714285714287,396.0,358.85714285714283,3952330.75,1193662.71,15.64,220040.01,1413718.36,1800577.89,12228642.15,13876778.45,11508386.73,293329.17,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-11-01,371.0,313.0,69.81,2024,11,4,306,377.0,319.0,70.41,76.20142857142856,389.0,349.7142857142857,3952330.75,1193662.71,15.64,220040.01,1413718.36,1800577.89,12228642.15,13876778.45,11508386.73,293329.17,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
2024-12-05,371.0,313.0,68.58,2024,12,4,340,371.0,313.0,69.81,74.55571428571429,382.0,340.57142857142856,3952330.75,1193662.71,15.64,220040.01,1413718.36,1800577.89,12228642.15,13876778.45,11508386.73,293329.17,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03
